image file name,input text,1/0,confidence,processing time
cylindrical_coil.jpg,a cylindrical coil.,1,0.3817217946052551,14.633251428604126
transparent_screwdriver.jpg,a transparent screwdriver.,1,0.6182008385658264,15.155835628509521
cylindrical_DC_motor.jpg,a cylindrical DC motor.,1,0.1425451785326004,14.60315728187561
blue_cylindrical_capacitor.jpg,a blue cylindrical capacitor.,1,0.5216139554977417,15.427460193634033
black_fan.jpg,a black fan.,0,0.41530537605285645,14.882206201553345
black_wire_cutters.jpg,a black wire cutters.,1,0.7558308839797974,14.286490201950073
light_bulb.jpg,a light bulb.,1,0.7123663425445557,14.545835018157959
white_square_switch.jpg,a white square switch.,1,0.2538824677467346,14.854296445846558
steel_cylindrical_battery.jpg,a steel cylindrical battery.,1,0.6901184916496277,14.25337028503418
black_circular_tape.jpg,a black circular tape.,1,0.6279799938201904,14.786012887954712
green_LCD_display.jpg,a green LCD display.,1,0.48162180185317993,15.091519117355347
black_transistor.jpg,a black transistor.,1,0.2113344371318817,18.8617684841156
black_circular_buzzer.jpg,a black circular buzzer.,1,0.4252164363861084,20.532341718673706
square_CPU.jpg,a square CPU.,1,0.23237831890583038,20.851372718811035
steel_circular_battery.jpg,a steel circular battery.,1,0.3116707503795624,19.341002464294434
black_soldering_iron.jpg,a black soldering iron.,1,0.6921079158782959,20.00363779067993
orange_rectangular_multimeter.jpg,a orange rectangular multimeter.,1,0.6714843511581421,20.777716875076294
circular_copper_coil.jpg,a circular copper coil.,1,0.7692568898200989,20.205651998519897
circular_speaker.jpg,a circular speaker.,1,0.8092908263206482,20.18024230003357
blue_cylindrical_LED.jpg,a blue cylindrical LED.,1,0.13389858603477478,16.878537893295288
