image file name,input text,1/0,confidence,processing time
cylindrical_coil.jpg,a cylindrical coil.,1,0.5670201778411865,2.499316453933716
transparent_screwdriver.jpg,a transparent screwdriver.,1,0.5011482238769531,2.3171167373657227
cylindrical_DC_motor.jpg,a cylindrical DC motor.,1,0.74736487865448,2.1484291553497314
blue_cylindrical_capacitor.jpg,a blue cylindrical capacitor.,1,0.398113489151001,2.1914186477661133
black_fan.jpg,a black fan.,1,0.8038066029548645,2.1802456378936768
black_wire_cutters.jpg,a black wire cutters.,1,0.8131541013717651,2.116640090942383
light_bulb.jpg,a light bulb.,1,0.34790554642677307,2.1458232402801514
white_square_switch.jpg,a white square switch.,1,0.581314742565155,2.084322690963745
steel_cylindrical_battery.jpg,a steel cylindrical battery.,1,0.8075730800628662,2.076078414916992
black_circular_tape.jpg,a black circular tape.,1,0.8526542782783508,2.255814552307129
green_LCD_display.jpg,a green LCD display.,1,0.544796884059906,2.0256476402282715
black_transistor.jpg,a black transistor.,1,0.49911999702453613,2.042945384979248
black_circular_buzzer.jpg,a black circular buzzer.,1,0.7379366159439087,2.1037814617156982
square_CPU.jpg,a square CPU.,1,0.8810962438583374,2.2250189781188965
steel_circular_battery.jpg,a steel circular battery.,1,0.7915884256362915,2.174518585205078
black_soldering_iron.jpg,a black soldering iron.,0,0.6866852045059204,2.157886505126953
orange_rectangular_multimeter.jpg,a orange rectangular multimeter.,1,0.926973819732666,2.160306215286255
circular_copper_coil.jpg,a circular copper coil.,1,0.8488539457321167,2.096871852874756
circular_speaker.jpg,a circular speaker.,1,0.8630773425102234,2.106048583984375
blue_cylindrical_LED.jpg,a blue cylindrical LED.,1,0.4249260127544403,2.056025505065918
