image file name,input text,1/0,confidence,processing time
black_spring.jpg,a black spring.,1,0.8977749347686768,9.046533346176147
handsaw.jpg,a handsaw.,1,0.8915830254554749,11.237560749053955
black_metal_file.jpg,a black metal file.,0,0,8.388452768325806
steel_bolt.jpg,a steel bolt.,1,0.6409854292869568,15.106022596359253
screw_driver.jpg,a screw driver.,1,0.6332916021347046,13.266031265258789
pliers.jpg,a pliers.,1,0.8731350302696228,11.057713508605957
circular_ball_bearing.jpg,a circular ball bearing.,1,0.778488039970398,12.755101919174194
drill_bit.jpg,a drill bit.,1,0.7120740413665771,13.529047727584839
wooden_mallet.jpg,a wooden mallet.,1,0.9395232200622559,12.664456605911255
hexagonal_nut.jpg,a hexagonal nut.,1,0.6338003873825073,13.771674394607544
wooden_chisel.jpg,a wooden chisel.,0,0.7093466520309448,18.721551179885864
steel_ruler.jpg,a steel ruler.,1,0.9371902346611023,16.832916736602783
spanner.jpg,a spanner.,1,0.9088067412376404,19.639541387557983
yellow_paint_brush.jpg,a yellow paint brush.,1,0.8295910358428955,18.41883134841919
black_nail.jpg,a black nail.,0,0,18.18758249282837
black_circular_gear.jpg,a black circular gear.,1,0.7506306171417236,16.074204683303833
yellow_measuring_tape.jpg,a yellow measuring tape.,0,0,15.144580602645874
hammer.jpg,a hammer.,1,0.9384192228317261,12.577270746231079
iron_screw.jpg,a iron screw.,1,0.8377585411071777,11.439672470092773
allen_key.jpg,a allen key.,1,0.7972803711891174,13.652468204498291
