image file name,input text,1/0,confidence,processing time
cylindrical_coil.jpg,a cylindrical coil.,1,0.6725519299507141,17.006512880325317
transparent_screwdriver.jpg,a transparent screwdriver.,1,0.7916209101676941,18.1365487575531
cylindrical_DC_motor.jpg,a cylindrical DC motor.,1,0.9347294569015503,12.043086051940918
blue_cylindrical_capacitor.jpg,a blue cylindrical capacitor.,0,0,17.324034452438354
black_fan.jpg,a black fan.,0,0.6075550317764282,18.46245002746582
black_wire_cutters.jpg,a black wire cutters.,1,0.9088994264602661,18.215936422348022
light_bulb.jpg,a light bulb.,1,0.8943998217582703,18.00475788116455
white_square_switch.jpg,a white square switch.,0,0,12.191932201385498
steel_cylindrical_battery.jpg,a steel cylindrical battery.,1,0.6697383522987366,17.996315002441406
black_circular_tape.jpg,a black circular tape.,0,0.8276179432868958,20.36851739883423
green_LCD_display.jpg,a green LCD display.,0,0,10.803640127182007
black_transistor.jpg,a black transistor.,1,0.5591843128204346,9.941956996917725
black_circular_buzzer.jpg,a black circular buzzer.,1,0.8813928365707397,8.860531330108643
square_CPU.jpg,a square CPU.,1,0.9372881650924683,12.757482290267944
steel_circular_battery.jpg,a steel circular battery.,1,0.8116106986999512,8.328344583511353
black_soldering_iron.jpg,a black soldering iron.,0,0,12.014552354812622
orange_rectangular_multimeter.jpg,a orange rectangular multimeter.,1,0.8323116898536682,12.406190633773804
circular_copper_coil.jpg,a circular copper coil.,1,0.9503355622291565,8.371625900268555
circular_speaker.jpg,a circular speaker.,1,0.9465449452400208,8.660607814788818
blue_cylindrical_LED.jpg,a blue cylindrical LED.,1,0.5104057192802429,8.5846688747406
